Label,Temperature [°C],NaOH Concentration [mM],Mg++ Concentration [mM],Seed Volume Fraction [m^3 mineral/m^3 medium],Carbonation_Percentage,Reaction_Rate
Run_7230,100.0,100.0,250.0,1e-05,56.2308910784342,1.405741317895988
Run_7231,100.0,100.0,250.0,0.0001,56.225830184355985,1.405622116962122
Run_7232,100.0,100.0,250.0,0.0032,56.05151246045678,1.401273601473197
Run_7233,100.0,100.0,300.0,1e-10,55.43449323542464,1.662985976282627
Run_7234,100.0,100.0,300.0,1e-09,55.43449323542464,1.662988784655507
Run_7235,100.0,100.0,300.0,1e-08,55.434492009789146,1.6629971514443513
Run_7236,100.0,100.0,300.0,1e-07,55.434487107247186,1.6630010325675304
Run_7237,100.0,100.0,300.0,1e-06,55.43443685619197,1.6630066638768297
Run_7238,100.0,100.0,300.0,1e-05,55.43393802254627,1.6629862354512535
Run_7239,100.0,100.0,300.0,0.0001,55.428949686089254,1.662842745118017
Run_7240,100.0,100.0,300.0,0.0032,55.25710210796287,1.6576975861916226
Run_7241,100.0,100.0,350.0,1e-10,54.81208926839868,1.918371246453433
Run_7242,100.0,100.0,350.0,1e-09,54.81208926839868,1.9183602194421074
Run_7243,100.0,100.0,350.0,1e-08,54.81208926839868,1.9183628323583173
Run_7244,100.0,100.0,350.0,1e-07,54.81208401567513,1.9183679783445984
Run_7245,100.0,100.0,350.0,1e-06,54.81203464007384,1.9183681094770793
Run_7246,100.0,100.0,350.0,1e-05,54.811541934605614,1.918370997241066
Run_7247,100.0,100.0,350.0,0.0001,54.806608576655016,1.9181791278182458
Run_7248,100.0,100.0,350.0,0.0032,54.63669137443029,1.912255459961608
Run_7249,100.0,100.0,400.0,1e-10,54.31058456900365,2.172335152932104
Run_7250,100.0,100.0,400.0,1e-09,54.31058456900365,2.1723649042148283
Run_7251,100.0,100.0,400.0,1e-08,54.31058456900365,2.17236214343423
Run_7252,100.0,100.0,400.0,1e-07,54.310579053643934,2.172366062152707
Run_7253,100.0,100.0,400.0,1e-06,54.310530334633064,2.1723781653188765
Run_7254,100.0,100.0,400.0,1e-05,54.31004130607131,2.1723556747661226
Run_7255,100.0,100.0,400.0,0.0001,54.30515377813361,2.172153564587807
Run_7256,100.0,100.0,400.0,0.0032,54.136790988123074,2.1654424920152207
Run_7257,100.0,100.0,450.0,1e-10,53.89646858490392,2.425241864096501
Run_7258,100.0,100.0,450.0,1e-09,53.896468584903914,2.425261845252946
Run_7259,100.0,100.0,450.0,1e-08,53.89646776781358,2.4252791901348267
Run_7260,100.0,100.0,450.0,1e-07,53.89646286527161,2.4252827623288566
Run_7261,100.0,100.0,450.0,1e-06,53.89641465694221,2.4252685646900276
Run_7262,100.0,100.0,450.0,1e-05,53.89592930528695,2.425252142595725
Run_7263,100.0,100.0,450.0,0.0001,53.891079057095496,2.425044197047474
Run_7264,100.0,100.0,450.0,0.0032,53.72399960958253,2.417548057737457
Run_7265,100.0,100.0,550.0,1e-10,53.24924242178908,2.9285751120225685
Run_7266,100.0,100.0,550.0,1e-09,53.24924175326062,2.92863264896556
Run_7267,100.0,100.0,550.0,1e-08,53.24924175326062,2.9286341284732353
Run_7268,100.0,100.0,550.0,1e-07,53.249237073561474,2.9286155779632366
Run_7269,100.0,100.0,550.0,1e-06,53.249188939513026,2.9286049337855125
Run_7270,100.0,100.0,550.0,1e-05,53.24870960461381,2.9285838533756077
Run_7271,100.0,100.0,550.0,0.0001,53.243916924150035,2.928305677636383
Run_7272,100.0,100.0,550.0,0.0032,53.07884588466516,2.9192718001852174
Run_7273,100.0,100.0,660.0,1e-10,52.721077313151895,3.4794417030943054
Run_7274,100.0,100.0,660.0,1e-09,52.72107731315192,3.4794681031196193
Run_7275,100.0,100.0,660.0,1e-08,52.72107675604487,3.4794370656649485
Run_7276,100.0,100.0,660.0,1e-07,52.72107174208149,3.479491713162407
Run_7277,100.0,100.0,660.0,1e-06,52.72102438798289,3.4794989474456943
Run_7278,100.0,100.0,660.0,1e-05,52.72055028988986,3.479448632281488
Run_7279,100.0,100.0,660.0,0.0001,52.7158048521033,3.4791205748238627
Run_7280,100.0,100.0,660.0,0.0032,52.55236970173751,3.468382868164666
Run_7281,100.0,200.0,32.0,1e-10,98.6992086689902,0.3158296842125321
Run_7282,100.0,200.0,32.0,1e-09,98.69920866899021,0.3158326667046759
Run_7283,100.0,200.0,32.0,1e-08,98.69920751995693,0.31583432084847923
Run_7284,100.0,200.0,32.0,1e-07,98.699199476724,0.3158348668257907
Run_7285,100.0,200.0,32.0,1e-06,98.69910985212854,0.3158357949766067
Run_7286,100.0,200.0,32.0,1e-05,98.69822164940713,0.3158333135749414
Run_7287,100.0,200.0,32.0,0.0001,98.6893396221929,0.3158050551429209
Run_7288,100.0,200.0,32.0,0.0032,98.38336584951199,0.31482665410177335
Run_7289,100.0,200.0,80.0,1e-10,98.70124590498962,0.7895973832671033
Run_7290,100.0,200.0,80.0,1e-09,98.70124590498962,0.7896012317219903
Run_7291,100.0,200.0,80.0,1e-08,98.70124130885652,0.7896042481216358
Run_7292,100.0,200.0,80.0,1e-07,98.70123671272344,0.7896057353440338
Run_7293,100.0,200.0,80.0,1e-06,98.70114479006143,0.7896061364801636
Run_7294,100.0,200.0,80.0,1e-05,98.70025773637329,0.7895999777794291
Run_7295,100.0,200.0,80.0,0.0001,98.69137341109251,0.7895291517105077
Run_7296,100.0,200.0,80.0,0.0032,98.38539963841166,0.7870827305699092
Run_7297,100.0,200.0,160.0,1e-10,91.230100562425,1.4596329813246331
Run_7298,100.0,200.0,160.0,1e-09,91.230100562425,1.4596282109809013
Run_7299,100.0,200.0,160.0,1e-08,91.230100562425,1.4596444771010069
Run_7300,100.0,200.0,160.0,1e-07,91.23009137015879,1.4596397652674267
Run_7301,100.0,200.0,160.0,1e-06,91.23001093782958,1.4596509939522144
Run_7302,100.0,200.0,160.0,1e-05,91.22918823000482,1.4596368706143177
Run_7303,100.0,200.0,160.0,0.0001,91.22097723822304,1.4595107607833462
Run_7304,100.0,200.0,160.0,0.0032,90.93816567829568,1.4549929291815025
Run_7305,100.0,200.0,250.0,1e-10,76.91099119925397,1.9227220864342838
Run_7306,100.0,200.0,250.0,1e-09,76.91098972849137,1.9227081848213277
Run_7307,100.0,200.0,250.0,1e-08,76.91098972849137,1.9227359043285246
Run_7308,100.0,200.0,250.0,1e-07,76.91098237467841,1.9227389781176065
Run_7309,100.0,200.0,250.0,1e-06,76.91091324883661,1.9227161553146128
Run_7310,100.0,200.0,250.0,1e-05,76.91022199041848,1.9227228225151536
Run_7311,100.0,200.0,250.0,0.0001,76.90329911089913,1.9225314951185626
Run_7312,100.0,200.0,250.0,0.0032,76.66487525791335,1.916605074120555
Run_7313,100.0,200.0,300.0,1e-10,72.57689676232613,2.177219662982826
Run_7314,100.0,200.0,300.0,1e-09,72.57689676232613,2.1772297037456925
Run_7315,100.0,200.0,300.0,1e-08,72.57689553669063,2.1772453580458397
Run_7316,100.0,200.0,300.0,1e-07,72.57688940851318,2.1772441892483108
Run_7317,100.0,200.0,300.0,1e-06,72.57682444983205,2.1772423215348957
Run_7318,100.0,200.0,300.0,1e-05,72.57617118611421,2.177228260499909
Run_7319,100.0,200.0,300.0,0.0001,72.56963854893586,2.1770360206760913
Run_7320,100.0,200.0,300.0,0.0032,72.34465109273413,2.1703093350938496
Run_7321,100.0,200.0,350.0,1e-10,69.4450750348971,2.4304821826427285
Run_7322,100.0,200.0,350.0,1e-09,69.4450750348971,2.4304887048457835
Run_7323,100.0,200.0,350.0,1e-08,69.4450739843524,2.4305159012541484
Run_7324,100.0,200.0,350.0,1e-07,69.44506768108414,2.4305152905575738
Run_7325,100.0,200.0,350.0,1e-06,69.44500569894633,2.430526700729458
Run_7326,100.0,200.0,350.0,1e-05,69.44438062484485,2.430479087501098
Run_7327,100.0,200.0,350.0,0.0001,69.43813093437463,2.4302796411246668
Run_7328,100.0,200.0,350.0,0.0032,69.22285121164155,2.422767498850282
Run_7329,100.0,200.0,400.0,1e-10,67.07182901091402,2.682765282150437
Run_7330,100.0,200.0,400.0,1e-09,67.07182809168741,2.682795646135765
Run_7331,100.0,200.0,400.0,1e-08,67.07182809168741,2.6828078842147614
Run_7332,100.0,200.0,400.0,1e-07,67.07182165710105,2.682815219287928
Run_7333,100.0,200.0,400.0,1e-06,67.07176190737076,2.68279725604737
Run_7334,100.0,200.0,400.0,1e-05,67.07115797548153,2.682778308439322
Run_7335,100.0,200.0,400.0,0.0001,67.065121414269,2.68254734436113
Run_7336,100.0,200.0,400.0,0.0032,66.85719970667354,2.674253095677102
Run_7337,100.0,200.0,450.0,1e-10,65.20852366247058,2.934257416681972
Run_7338,100.0,200.0,450.0,1e-09,65.20852366247058,2.9343067161947545
Run_7339,100.0,200.0,450.0,1e-08,65.20852284538027,2.934312101012875
Run_7340,100.0,200.0,450.0,1e-07,65.20851712574796,2.934287140768167
Run_7341,100.0,200.0,450.0,1e-06,65.2084582952443,2.934317375831085
Run_7342,100.0,200.0,450.0,1e-05,65.20787162438823,2.934253790336315
Run_7343,100.0,200.0,450.0,0.0001,65.20200246455684,2.934029546075773
Run_7344,100.0,200.0,450.0,0.0032,64.99985431722429,2.924929154620378
Run_7345,100.0,200.0,550.0,1e-10,62.46456683501356,3.435404984669605
Run_7346,100.0,200.0,550.0,1e-09,62.46456683501356,3.435423872168955
Run_7347,100.0,200.0,550.0,1e-08,62.46456616648509,3.435446921435076
Run_7348,100.0,200.0,550.0,1e-07,62.464560818257496,3.4354499911819065
Run_7349,100.0,200.0,550.0,1e-06,62.464504661867636,3.43545355007829
Run_7350,100.0,200.0,550.0,1e-05,62.46394242944051,3.435408783138568
Run_7351,100.0,200.0,550.0,0.0001,62.45832010516933,3.4350853194920714
Run_7352,100.0,200.0,550.0,0.0032,62.264680839396625,3.4244895662715877
Run_7353,100.0,200.0,660.0,1e-10,60.37332192943623,3.984452784912303
Run_7354,100.0,200.0,660.0,1e-09,60.37332248654328,3.9845099170321268
Run_7355,100.0,200.0,660.0,1e-08,60.373322486543266,3.9845060195150657
Run_7356,100.0,200.0,660.0,1e-07,60.37331691547286,3.9845239995567576
Run_7357,100.0,200.0,660.0,1e-06,60.373261204768625,3.98446588018884
Run_7358,100.0,200.0,660.0,1e-05,60.372715239867134,3.984475850040658
Run_7359,100.0,200.0,660.0,0.0001,60.367283446204425,3.984103455878635
Run_7360,100.0,200.0,660.0,0.0032,60.18012890640443,3.971807123502583
Run_7361,100.0,300.0,32.0,1e-10,98.69946260534392,0.31583131518231744
Run_7362,100.0,300.0,32.0,1e-09,98.69946260534392,0.315833540338348
Run_7363,100.0,300.0,32.0,1e-08,98.69946145631066,0.3158352023102181
Run_7364,100.0,300.0,32.0,1e-07,98.69945341307772,0.31583627363448064
Run_7365,100.0,300.0,32.0,1e-06,98.6993637884823,0.3158359434704109
Run_7366,100.0,300.0,32.0,1e-05,98.69847558576087,0.3158338581813822
Run_7367,100.0,300.0,32.0,0.0001,98.68959240951337,0.3158058332565978
Run_7368,100.0,300.0,32.0,0.0032,98.38363012716523,0.31482749913731334
Run_7369,100.0,300.0,80.0,1e-10,98.7014067696481,0.7896005222212418
Run_7370,100.0,300.0,80.0,1e-09,98.7014067696481,0.7896028658885029
Run_7371,100.0,300.0,80.0,1e-08,98.7014067696481,0.789606104391798
Run_7372,100.0,300.0,80.0,1e-07,98.70139757738193,0.789607582699216
Run_7373,100.0,300.0,80.0,1e-06,98.70131025085301,0.7896082974509291
Run_7374,100.0,300.0,80.0,1e-05,98.70041860103177,0.7896011858202496
Run_7375,100.0,300.0,80.0,0.0001,98.69153887188409,0.7895309006419926
Run_7376,100.0,300.0,80.0,0.0032,98.3855650992032,0.787084256006274
Run_7377,100.0,300.0,160.0,1e-10,98.70201805535139,1.579212164508195
Run_7378,100.0,300.0,160.0,1e-09,98.70201805535139,1.579217573780338
Run_7379,100.0,300.0,160.0,1e-08,98.70201575728484,1.5792209421590893
Run_7380,100.0,300.0,160.0,1e-07,98.7020088630852,1.5792237203741757
Run_7381,100.0,300.0,160.0,1e-06,98.70191923848977,1.5792241996239123
Run_7382,100.0,300.0,160.0,1e-05,98.70102988673506,1.5792118038749574
Run_7383,100.0,300.0,160.0,0.0001,98.69214785952082,1.5790707404547295
Run_7384,100.0,300.0,160.0,0.0032,98.3861717887734,1.574176628043145
Run_7385,100.0,300.0,250.0,1e-10,97.33706414675211,2.433329304075025
Run_7386,100.0,300.0,250.0,1e-09,97.33706414675211,2.4332925852132714
Run_7387,100.0,300.0,250.0,1e-08,97.33706267598954,2.4333088074060782
Run_7388,100.0,300.0,250.0,1e-07,97.33705385141396,2.433309880530557
Run_7389,100.0,300.0,250.0,1e-06,97.33696560565845,2.4333450943836508
Run_7390,100.0,300.0,250.0,1e-05,97.33609050191637,2.4332913913280527
Run_7391,100.0,300.0,250.0,0.0001,97.32732916915732,2.4330674388189193
Run_7392,100.0,300.0,250.0,0.0032,97.02558457430902,2.4255742579839596
Run_7393,100.0,300.0,300.0,1e-10,89.56289816958558,2.686783419558999
Run_7394,100.0,300.0,300.0,1e-09,89.56289816958558,2.6867963621638027
Run_7395,100.0,300.0,300.0,1e-08,89.56289694395008,2.6868180102407044
Run_7396,100.0,300.0,300.0,1e-07,89.56288836450163,2.6868219906793054
Run_7397,100.0,300.0,300.0,1e-06,89.5628086981946,2.6867983704474963
Run_7398,100.0,300.0,300.0,1e-05,89.56200223004012,2.6867767206663546
Run_7399,100.0,300.0,300.0,0.0001,89.55394122540183,2.6865570694954246
Run_7400,100.0,300.0,300.0,0.0032,89.27629434023801,2.678223835870834
Run_7401,100.0,300.0,350.0,1e-10,83.96997761016203,2.9388316912989123
Run_7402,100.0,300.0,350.0,1e-09,83.96997655961734,2.9388647883174266
Run_7403,100.0,300.0,350.0,1e-08,83.96997655961734,2.9388258984834907
Run_7404,100.0,300.0,350.0,1e-07,83.96996920580439,2.9388439649150713
Run_7405,100.0,300.0,350.0,1e-06,83.96989356658537,2.938873937677236
Run_7406,100.0,300.0,350.0,1e-05,83.96913717439533,2.9388527062106116
Run_7407,100.0,300.0,350.0,0.0001,83.96158060630788,2.9385396050553996
Run_7408,100.0,300.0,350.0,0.0032,83.70127768900726,2.9294775122097025
Run_7409,100.0,300.0,400.0,1e-10,79.75444188853642,3.1900425386387306
Run_7410,100.0,300.0,400.0,1e-09,79.7544409693098,3.190041426872852
Run_7411,100.0,300.0,400.0,1e-08,79.7544409693098,3.1900429979018727
Run_7412,100.0,300.0,400.0,1e-07,79.75443361549684,3.1900728126298024
Run_7413,100.0,300.0,400.0,1e-06,79.7543619158205,3.1900658207549606
Run_7414,100.0,300.0,400.0,1e-05,79.75364399983039,3.1900385864968235
Run_7415,100.0,300.0,400.0,0.0001,79.74646575915604,3.189738423476475
Run_7416,100.0,300.0,400.0,0.0032,79.49923148670976,3.1799023225195873
Run_7417,100.0,300.0,450.0,1e-10,76.46113215025946,3.440605722920981
Run_7418,100.0,300.0,450.0,1e-09,76.46113215025946,3.440614349552871
Run_7419,100.0,300.0,450.0,1e-08,76.4611313331691,3.440661074327471
Run_7420,100.0,300.0,450.0,1e-07,76.46112479644648,3.4406435316555943
Run_7421,100.0,300.0,450.0,1e-06,76.46105616085886,3.4406464142060047
Run_7422,100.0,300.0,450.0,1e-05,76.46036817080206,3.440603452339249
Run_7423,100.0,300.0,450.0,0.0001,76.45348663605334,3.4402812626441546
Run_7424,100.0,300.0,450.0,0.0032,76.21645363422518,3.4296717614520507
Run_7425,100.0,300.0,550.0,1e-10,71.64282401975525,3.940188698384746
Run_7426,100.0,300.0,550.0,1e-09,71.64282468828372,3.9402266925072014
Run_7427,100.0,300.0,550.0,1e-08,71.64282468828371,3.9402191456582445
Run_7428,100.0,300.0,550.0,1e-07,71.6428180029992,3.940239910725512
Run_7429,100.0,300.0,550.0,1e-06,71.64275115015413,3.940251672956924
Run_7430,100.0,300.0,550.0,1e-05,71.64210936284137,3.9401888059566867
Run_7431,100.0,300.0,550.0,0.0001,71.6356647485757,3.9398238182297916
Run_7432,100.0,300.0,550.0,0.0032,71.41356622665268,3.927667287861806
Run_7433,100.0,300.0,660.0,1e-10,68.00122041086372,4.48783944018703
Run_7434,100.0,300.0,660.0,1e-09,68.00122096797077,4.48783925526678
Run_7435,100.0,300.0,660.0,1e-08,68.00122096797077,4.4878856534681235
Run_7436,100.0,300.0,660.0,1e-07,68.00121539690038,4.487950374400295
Run_7437,100.0,300.0,660.0,1e-06,68.0011541151257,4.487889692149608
Run_7438,100.0,300.0,660.0,1e-05,68.00054129737913,4.4879040918045146
Run_7439,100.0,300.0,660.0,0.0001,67.99441869098395,4.487476860972682
Run_7440,100.0,300.0,660.0,0.0032,67.78361495723706,4.473622535810803
Run_7441,100.0,400.0,32.0,1e-10,98.69961312870294,0.31583171533207977
Run_7442,100.0,400.0,32.0,1e-09,98.69961312870294,0.3158325396997429
Run_7443,100.0,400.0,32.0,1e-08,98.69961312870291,0.3158354725216045
Run_7444,100.0,400.0,32.0,1e-07,98.69960393643672,0.31583678467884957
Run_7445,100.0,400.0,32.0,1e-06,98.69951546087458,0.31583672088392784
Run_7446,100.0,400.0,32.0,1e-05,98.69862610911989,0.3158344940376628
Run_7447,100.0,400.0,32.0,0.0001,98.68974408190563,0.3158063246356535
Run_7448,100.0,400.0,32.0,0.0032,98.38377950149096,0.3148279718849086
Run_7449,100.0,400.0,80.0,1e-10,98.70147571164459,0.7896015072350328
Run_7450,100.0,400.0,80.0,1e-09,98.70147571164459,0.7896035880501303
Run_7451,100.0,400.0,80.0,1e-08,98.70147111551148,0.7896068847378788
Run_7452,100.0,400.0,80.0,1e-07,98.70146192324529,0.7896082492573685
Run_7453,100.0,400.0,80.0,1e-06,98.7013745967164,0.7896089636392968
Run_7454,100.0,400.0,80.0,1e-05,98.70048754302826,0.7896021883426398
Run_7455,100.0,400.0,80.0,0.0001,98.6916032177475,0.7895317033970364
Run_7456,100.0,400.0,80.0,0.0032,98.38562944506663,0.7870847616554217
Run_7457,100.0,400.0,160.0,1e-10,98.70207780508169,1.5792148010705924
Run_7458,100.0,400.0,160.0,1e-09,98.70207780508167,1.5792186778648551
Run_7459,100.0,400.0,160.0,1e-08,98.70207550701512,1.5792235176141773
Run_7460,100.0,400.0,160.0,1e-07,98.70206631474893,1.5792263852317634
Run_7461,100.0,400.0,160.0,1e-06,98.70197898822003,1.5792267061887268
Run_7462,100.0,400.0,160.0,1e-05,98.70108963646535,1.5792124825273504
Run_7463,100.0,400.0,160.0,0.0001,98.69220760925113,1.5790723512721985
Run_7464,100.0,400.0,160.0,0.0032,98.38622924043712,1.5741783639684384
Run_7465,100.0,400.0,250.0,1e-10,98.70227746110378,2.4675247812204195
Run_7466,100.0,400.0,250.0,1e-09,98.70227746110378,2.467533555827709
Run_7467,100.0,400.0,250.0,1e-08,98.70227599034116,2.4675352402471336
Run_7468,100.0,400.0,250.0,1e-07,98.70226716576563,2.467538715629604
Run_7469,100.0,400.0,250.0,1e-06,98.70217892001011,2.4675409143014626
Run_7470,100.0,400.0,250.0,1e-05,98.7012905794047,2.4675200666641075
Run_7471,100.0,400.0,250.0,0.0001,98.69240717335055,2.467299525183231
Run_7472,100.0,400.0,250.0,0.0032,98.3864297237632,2.459653691851349
Run_7473,100.0,400.0,300.0,1e-10,98.70230393483074,2.961023955613858
Run_7474,100.0,400.0,300.0,1e-09,98.70230393483077,2.9610289507932737
Run_7475,100.0,400.0,300.0,1e-08,98.70230270919524,2.961035384983349
Run_7476,100.0,400.0,300.0,1e-07,98.70229412974682,2.9610398234029995
Run_7477,100.0,400.0,300.0,1e-06,98.7022058839913,2.9610430723825245
Run_7478,100.0,400.0,300.0,1e-05,98.70131729825879,2.961019273682555
Run_7479,100.0,400.0,300.0,0.0001,98.69243389220462,2.9607506144177935
Run_7480,100.0,400.0,300.0,0.0032,98.38645521698177,2.951578645747688
Run_7481,100.0,400.0,350.0,1e-10,98.37252639487471,3.442775676693136
Run_7482,100.0,400.0,350.0,1e-09,98.37252639487471,3.442876572126166
Run_7483,100.0,400.0,350.0,1e-08,98.37252534433001,3.4428752309147894
Run_7484,100.0,400.0,350.0,1e-07,98.37251588942766,3.442820563860909
Run_7485,100.0,400.0,350.0,1e-06,98.37242764367215,3.442804887634302
Run_7486,100.0,400.0,350.0,1e-05,98.37154203448296,3.442768696872179
Run_7487,100.0,400.0,350.0,0.0001,98.36268909422536,3.4424332286798833
Run_7488,100.0,400.0,350.0,0.0032,98.05773802681809,3.4318755665078267
Run_7489,100.0,400.0,400.0,1e-10,92.37495733108196,3.694839053067929
Run_7490,100.0,400.0,400.0,1e-09,92.37495825030857,3.6948568927352317
Run_7491,100.0,400.0,400.0,1e-08,92.37495825030855,3.694820078589462
Run_7492,100.0,400.0,400.0,1e-07,92.37494905804238,3.694879842921132
Run_7493,100.0,400.0,400.0,1e-06,92.37486632764657,3.694882077434671
Run_7494,100.0,400.0,400.0,1e-05,92.37403902368874,3.69483339234662
Run_7495,100.0,400.0,400.0,0.0001,92.36572002277916,3.6944930796409867
Run_7496,100.0,400.0,400.0,0.0032,92.07936254616571,3.6830983854563963
Run_7497,100.0,400.0,450.0,1e-10,87.66741815313084,3.944868363586724
Run_7498,100.0,400.0,450.0,1e-09,87.66741897022119,3.944899118782832
Run_7499,100.0,400.0,450.0,1e-08,87.66741897022119,3.9449051826836827
Run_7500,100.0,400.0,450.0,1e-07,87.66741079931789,3.944913035935262
Run_7501,100.0,400.0,450.0,1e-06,87.66732909028501,3.9449198645358763
Run_7502,100.0,400.0,450.0,1e-05,87.66654468356941,3.944866770053338
Run_7503,100.0,400.0,450.0,0.0001,87.6586515909937,3.9445005438064378
Run_7504,100.0,400.0,450.0,0.0032,87.38688734765174,3.932331656789945
Run_7505,100.0,400.0,550.0,1e-10,80.79184979798596,4.4433344518355415
Run_7506,100.0,400.0,550.0,1e-09,80.79185046651443,4.4433166620002975
Run_7507,100.0,400.0,550.0,1e-08,80.79185046651442,4.443333667070626
Run_7508,100.0,400.0,550.0,1e-07,80.79184378122991,4.443326799574615
Run_7509,100.0,400.0,550.0,1e-06,80.79177024310033,4.443362212463634
Run_7510,100.0,400.0,550.0,1e-05,80.79104823237347,4.443375824035519
Run_7511,100.0,400.0,550.0,0.0001,80.78377464282885,4.442957490258092
Run_7512,100.0,400.0,550.0,0.0032,80.53331714402307,4.429173533472426
Run_7513,100.0,400.0,660.0,1e-10,75.60967028544353,4.98997799402162
Run_7514,100.0,400.0,660.0,1e-09,75.60967084255057,4.9899659327488965
Run_7515,100.0,400.0,660.0,1e-08,75.60967084255057,4.990069585802292
Run_7516,100.0,400.0,660.0,1e-07,75.60966527148013,4.989982722196687
Run_7517,100.0,400.0,660.0,1e-06,75.60959841863507,4.9900642076970065
Run_7518,100.0,400.0,660.0,1e-05,75.608913176973,4.989933965179961
Run_7519,100.0,400.0,660.0,0.0001,75.60211089998617,4.989568768948567
Run_7520,100.0,400.0,660.0,0.0032,75.3677192540671,4.974136019666833
Run_7521,100.0,500.0,32.0,1e-10,98.69973837332988,0.3158321506256264
Run_7522,100.0,500.0,32.0,1e-09,98.69973837332988,0.3158330017766283
Run_7523,100.0,500.0,32.0,1e-08,98.6997372242966,0.3158363254872759
Run_7524,100.0,500.0,32.0,1e-07,98.6997280320304,0.3158371363304604
Run_7525,100.0,500.0,32.0,1e-06,98.69963955646826,0.31583724806450675
Run_7526,100.0,500.0,32.0,1e-05,98.69875135374683,0.3158350358546942
Run_7527,100.0,500.0,32.0,0.0001,98.6898681774993,0.31580697595491636
Run_7528,100.0,500.0,32.0,0.0032,98.38389440481848,0.3148283289342206
Run_7529,100.0,500.0,80.0,1e-10,98.70152626910867,0.7896020744243275
Run_7530,100.0,500.0,80.0,1e-09,98.70152626910867,0.789603749862938
Run_7531,100.0,500.0,80.0,1e-08,98.70152167297557,0.7896072815122588
Run_7532,100.0,500.0,80.0,1e-07,98.70151707684248,0.7896090752511291
Run_7533,100.0,500.0,80.0,1e-06,98.7014251541805,0.789609192584097
Run_7534,100.0,500.0,80.0,1e-05,98.70053810049235,0.7896027484002485
Run_7535,100.0,500.0,80.0,0.0001,98.69165377521159,0.7895322086950797
Run_7536,100.0,500.0,80.0,0.0032,98.38568000253069,0.7870851770003772
Run_7537,100.0,500.0,160.0,1e-10,98.70210767994683,1.5792162695356817
Run_7538,100.0,500.0,160.0,1e-09,98.7021076799468,1.5792210798370756
Run_7539,100.0,500.0,160.0,1e-08,98.70210767994683,1.57922423063251
Run_7540,100.0,500.0,160.0,1e-07,98.70209848768064,1.5792270458216968
Run_7541,100.0,500.0,160.0,1e-06,98.70200886308518,1.5792276671903114
Run_7542,100.0,500.0,160.0,1e-05,98.70112180939707,1.5792145138075142
Run_7543,100.0,500.0,160.0,0.0001,98.69223748411628,1.579073135892972
Run_7544,100.0,500.0,160.0,0.0032,98.38626141336881,1.5741793120887884
Run_7545,100.0,500.0,250.0,1e-10,98.70231275940598,2.467528909905052
Run_7546,100.0,500.0,250.0,1e-09,98.70231275940597,2.46753633826179
Run_7547,100.0,500.0,250.0,1e-08,98.70231128864337,2.4675413599825835
Run_7548,100.0,500.0,250.0,1e-07,98.7023024640678,2.4675448792049646
Run_7549,100.0,500.0,250.0,1e-06,98.7022142183123,2.4675438364392743
Run_7550,100.0,500.0,250.0,1e-05,98.7013258777069,2.46752320003008
Run_7551,100.0,500.0,250.0,0.0001,98.69244247165274,2.4673046854311633
Run_7552,100.0,500.0,250.0,0.0032,98.38646502206537,2.4596572967209256
Run_7553,100.0,500.0,300.0,1e-10,98.70236889351189,2.9610332573659583
Run_7554,100.0,500.0,300.0,1e-09,98.70236889351189,2.961041569791421
Run_7555,100.0,500.0,300.0,1e-08,98.70236889351189,2.9610469318088084
Run_7556,100.0,500.0,300.0,1e-07,98.70235908842795,2.961051213215174
Run_7557,100.0,500.0,300.0,1e-06,98.70227084267246,2.9610508543225347
Run_7558,100.0,500.0,300.0,1e-05,98.70138225693992,2.961026479192612
Run_7559,100.0,500.0,300.0,0.0001,98.69249885088576,2.960762509650971
Run_7560,100.0,500.0,300.0,0.0032,98.38651649875642,2.95158723228228
Run_7561,100.0,500.0,350.0,1e-10,98.70240373657799,3.4545334506954104
Run_7562,100.0,500.0,350.0,1e-09,98.70240373657799,3.4545424776274993
Run_7563,100.0,500.0,350.0,1e-08,98.70240268603328,3.4545540256001153
Run_7564,100.0,500.0,350.0,1e-07,98.70239323113091,3.454554342093776
Run_7565,100.0,500.0,350.0,1e-06,98.70230498537542,3.454554742554502
Run_7566,100.0,500.0,350.0,1e-05,98.7014162245521,3.454524705568324
Run_7567,100.0,500.0,350.0,0.0001,98.69253281849795,3.454213886313107
Run_7568,100.0,500.0,350.0,0.0032,98.38655852054472,3.4435144945086242
Run_7569,100.0,500.0,400.0,1e-10,98.70240780743895,3.9480229355211223
Run_7570,100.0,500.0,400.0,1e-09,98.7024087266656,3.94803599543318
Run_7571,100.0,500.0,400.0,1e-08,98.7024087266656,3.948043972333704
Run_7572,100.0,500.0,400.0,1e-07,98.70239953439936,3.948057867804096
Run_7573,100.0,500.0,400.0,1e-06,98.70230761173738,3.948058471731903
Run_7574,100.0,500.0,400.0,1e-05,98.70141596191615,3.948022853144196
Run_7575,100.0,500.0,400.0,0.0001,98.69253623276848,3.947670190188973
Run_7576,100.0,500.0,400.0,0.0032,98.38656246008757,3.935442487850019
Run_7577,100.0,500.0,450.0,1e-10,98.68386302320133,4.440421105870464
Run_7578,100.0,500.0,450.0,1e-09,98.68385566938836,4.440514945483521
Run_7579,100.0,500.0,450.0,1e-08,98.68385566938834,4.440432913265867
Run_7580,100.0,500.0,450.0,1e-07,98.68384749848506,4.440533241620024
