,Label,Temperature [°C],NaOH Concentration [mM],Mg++ Concentration [mM],Seed Volume Fraction [m^3 mineral/m^3 medium],Carbonation_Percentage,Reaction_Rate
5836,Run_5837,80.0,500.0,660.0,1e-06,90.04574050332297,34343.63459448508
5837,Run_5838,80.0,500.0,660.0,1e-05,90.04492712704122,34340.87759324797
5838,Run_5839,80.0,500.0,660.0,0.0001,90.03682679064573,34327.6761752118
5904,Run_5905,80.0,600.0,550.0,1e-10,100.0,31827.910781449904
5905,Run_5906,80.0,600.0,550.0,1e-09,100.0,31828.331989951657
5906,Run_5907,80.0,600.0,550.0,1e-08,100.0,31828.33870484611
5907,Run_5908,80.0,600.0,550.0,1e-07,100.0,31828.50770532327
5908,Run_5909,80.0,600.0,550.0,1e-06,100.0,31828.801280457876
5909,Run_5910,80.0,600.0,550.0,1e-05,100.0,31828.68388886142
5910,Run_5911,80.0,600.0,550.0,0.0001,100.0,31826.16968515612
5911,Run_5912,80.0,600.0,550.0,0.0032,99.78571980513242,31728.083524575934
5912,Run_5913,80.0,600.0,660.0,1e-10,97.78646374585594,37270.31093101178
5913,Run_5914,80.0,600.0,660.0,1e-09,97.78646430296295,37285.9479538712
5914,Run_5915,80.0,600.0,660.0,1e-08,97.78645873189257,37281.52755369014
5915,Run_5916,80.0,600.0,660.0,1e-07,97.78645316082212,37286.056448438
5916,Run_5917,80.0,600.0,660.0,1e-06,97.78636402369536,37277.49984550459
5917,Run_5918,80.0,600.0,660.0,1e-05,97.7854837945685,37283.09408505861
5918,Run_5919,80.0,600.0,660.0,0.0001,97.77668150329968,37270.13729646034
5919,Run_5920,80.0,600.0,660.0,0.0032,97.47354841942764,37170.16750326966
5984,Run_5985,80.0,800.0,550.0,1e-10,100.0,31828.883289270074
5985,Run_5986,80.0,800.0,550.0,1e-09,100.0,31829.302931893777
5986,Run_5987,80.0,800.0,550.0,1e-08,100.0,31829.930493620508
5987,Run_5988,80.0,800.0,550.0,1e-07,100.0,31830.208161103692
5988,Run_5989,80.0,800.0,550.0,1e-06,100.0,31830.392648881418
5989,Run_5990,80.0,800.0,550.0,1e-05,100.0,31830.308313724025
5990,Run_5991,80.0,800.0,550.0,0.0001,100.0,31827.4429683897
5991,Run_5992,80.0,800.0,550.0,0.0032,99.785793343262,31729.094013970378
5992,Run_5993,80.0,800.0,660.0,1e-10,100.0,38193.45731518275
5993,Run_5994,80.0,800.0,660.0,1e-09,100.0,38194.29718226639
5994,Run_5995,80.0,800.0,660.0,1e-08,100.0,38194.66335995981
5995,Run_5996,80.0,800.0,660.0,1e-07,100.0,38194.899543029765
5996,Run_5997,80.0,800.0,660.0,1e-06,100.0,38194.914226496476
5997,Run_5998,80.0,800.0,660.0,1e-05,100.0,38194.22536459182
5998,Run_5999,80.0,800.0,660.0,0.0001,100.0,38191.78042347619
5999,Run_6000,80.0,800.0,660.0,0.0032,99.78582676968448,38073.979278479674
6064,Run_6065,80.0,900.0,550.0,1e-10,100.0,31829.3545506092
6065,Run_6066,80.0,900.0,550.0,1e-09,100.0,31830.07439109214
6066,Run_6067,80.0,900.0,550.0,1e-08,100.0,31830.042795870482
6067,Run_6068,80.0,900.0,550.0,1e-07,100.0,31830.718054002486
6068,Run_6069,80.0,900.0,550.0,1e-06,100.0,31830.942500308676
6069,Run_6070,80.0,900.0,550.0,1e-05,100.0,31830.301408877454
6070,Run_6071,80.0,900.0,550.0,0.0001,100.0,31827.467464040983
6071,Run_6072,80.0,900.0,550.0,0.0032,99.78580671383102,31729.344761519536
6072,Run_6073,80.0,900.0,660.0,1e-10,100.0,38194.82956717197
6073,Run_6074,80.0,900.0,660.0,1e-09,100.0,38194.66846340663
6074,Run_6075,80.0,900.0,660.0,1e-08,100.0,38195.02451448917
6075,Run_6076,80.0,900.0,660.0,1e-07,100.0,38195.71671874939
6076,Run_6077,80.0,900.0,660.0,1e-06,100.0,38196.18548247605
6077,Run_6078,80.0,900.0,660.0,1e-05,100.0,38195.28597222116
6078,Run_6079,80.0,900.0,660.0,0.0001,100.0,38191.99897204602
6079,Run_6080,80.0,900.0,660.0,0.0032,99.78584348289576,38074.27349066005
6144,Run_6145,80.0,1000.0,550.0,1e-10,100.0,31829.97947817797
6145,Run_6146,80.0,1000.0,550.0,1e-09,100.0,31830.190535941
6146,Run_6147,80.0,1000.0,550.0,1e-08,100.0,31830.2862456738
6147,Run_6148,80.0,1000.0,550.0,1e-07,100.0,31830.486773409193
6148,Run_6149,80.0,1000.0,550.0,1e-06,100.0,31830.8672613164
6149,Run_6150,80.0,1000.0,550.0,1e-05,100.0,31830.850409442715
6150,Run_6151,80.0,1000.0,550.0,0.0001,100.0,31827.97743813029
6151,Run_6152,80.0,1000.0,550.0,0.0032,99.78582008440006,31729.519076028657
6152,Run_6153,80.0,1000.0,660.0,1e-10,100.0,38195.00556220516
6153,Run_6154,80.0,1000.0,660.0,1e-09,100.0,38195.51535164686
6154,Run_6155,80.0,1000.0,660.0,1e-08,100.0,38195.957508744184
6155,Run_6156,80.0,1000.0,660.0,1e-07,100.0,38196.10898761199
6156,Run_6157,80.0,1000.0,660.0,1e-06,100.0,38196.397945928504
6157,Run_6158,80.0,1000.0,660.0,1e-05,100.0,38196.06258799845
6158,Run_6159,80.0,1000.0,660.0,0.0001,100.0,38192.88383404836
6159,Run_6160,80.0,1000.0,660.0,0.0032,99.785860196107,38074.52033780906
6704,Run_6705,90.0,500.0,550.0,1e-10,93.34785032301068,29677.979314930155
6705,Run_6706,90.0,500.0,550.0,1e-09,93.34785099153912,29678.777322739723
6706,Run_6707,90.0,500.0,550.0,1e-08,93.34785099153912,29676.659666037784
6707,Run_6708,90.0,500.0,550.0,1e-07,93.34784430625464,29677.033788456494
6708,Run_6709,90.0,500.0,550.0,1e-06,93.34775739755604,29677.98267800674
6709,Run_6710,90.0,500.0,550.0,1e-05,93.34691505170804,29677.264305641507
6710,Run_6711,90.0,500.0,550.0,0.0001,93.33851833436604,29676.256915567086
6711,Run_6712,90.0,500.0,550.0,0.0032,93.049139109155,29584.540777463943
6784,Run_6785,90.0,600.0,550.0,1e-10,99.43037620915284,31615.900459546796
6785,Run_6786,90.0,600.0,550.0,1e-09,99.4303768776813,31615.834200382116
6786,Run_6787,90.0,600.0,550.0,1e-08,99.4303768776813,31616.05529443951
6787,Run_6788,90.0,600.0,550.0,1e-07,99.43036350711228,31616.237828503185
6788,Run_6789,90.0,600.0,550.0,1e-06,99.43027659841368,31616.13290218978
6789,Run_6790,90.0,600.0,550.0,1e-05,99.42938077028964,31615.883246255475
6790,Run_6791,90.0,600.0,550.0,0.0001,99.42042917433348,31612.96966266985
6791,Run_6792,90.0,600.0,550.0,0.0032,99.11219744681004,31515.627243449897
6792,Run_6793,90.0,600.0,660.0,1e-10,93.81831284689592,35791.39757808591
6793,Run_6794,90.0,600.0,660.0,1e-09,93.818313404003,35791.93944727548
6794,Run_6795,90.0,600.0,660.0,1e-08,93.81831340400298,35790.95465846404
6795,Run_6796,90.0,600.0,660.0,1e-07,93.81830226186216,35793.359498436694
6796,Run_6797,90.0,600.0,660.0,1e-06,93.8182186958058,35794.48042360672
6797,Run_6798,90.0,600.0,660.0,1e-05,93.81737189310148,35793.151200416454
6798,Run_6799,90.0,600.0,660.0,0.0001,93.80893172141016,35790.646048143164
6799,Run_6800,90.0,600.0,660.0,0.0032,93.51809398996232,35680.4741767818
6864,Run_6865,90.0,800.0,550.0,1e-10,99.43048985898947,31616.39487929036
6865,Run_6866,90.0,800.0,550.0,1e-09,99.43049052751792,31616.66920019843
6866,Run_6867,90.0,800.0,550.0,1e-08,99.43049052751792,31616.794316403975
6867,Run_6868,90.0,800.0,550.0,1e-07,99.43047715694892,31616.885718980233
6868,Run_6869,90.0,800.0,550.0,1e-06,99.43039024825032,31616.95060839028
6869,Run_6870,90.0,800.0,550.0,1e-05,99.42949442012626,31616.67089936313
6870,Run_6871,90.0,800.0,550.0,0.0001,99.42054282417013,31613.931300513985
6871,Run_6872,90.0,800.0,550.0,0.0032,99.11231109664664,31516.030353800747
6872,Run_6873,90.0,800.0,660.0,1e-10,99.43050891205044,37939.62757944834
6873,Run_6874,90.0,800.0,660.0,1e-09,99.43050946915749,37939.548293104075
6874,Run_6875,90.0,800.0,660.0,1e-08,99.43050946915749,37939.81525221111
6875,Run_6876,90.0,800.0,660.0,1e-07,99.43049832701666,37939.85872722586
6876,Run_6877,90.0,800.0,660.0,1e-06,99.43040918988989,37940.08266399523
6877,Run_6878,90.0,800.0,660.0,1e-05,99.42951781862214,37939.56405832633
6878,Run_6879,90.0,800.0,660.0,0.0001,99.42056510845192,37936.231692171874
6879,Run_6880,90.0,800.0,660.0,0.0032,99.11233449514256,37818.78288190655
6944,Run_6945,90.0,900.0,550.0,1e-10,99.4305032295585,31616.69271440796
6945,Run_6946,90.0,900.0,550.0,1e-09,99.43050389808693,31616.929938848425
6946,Run_6947,90.0,900.0,550.0,1e-08,99.43049721280246,31617.00598102096
6947,Run_6948,90.0,900.0,550.0,1e-07,99.43049052751792,31617.098691775853
6948,Run_6949,90.0,900.0,550.0,1e-06,99.43040361881933,31617.03969287805
6949,Run_6950,90.0,900.0,550.0,1e-05,99.42950779069528,31616.885117083777
6950,Run_6951,90.0,900.0,550.0,0.0001,99.42055619473912,31613.990372875993
6951,Run_6952,90.0,900.0,550.0,0.0032,99.1123244672157,31516.10279257975
6952,Run_6953,90.0,900.0,660.0,1e-10,99.43053119633215,37939.717171324795
6953,Run_6954,90.0,900.0,660.0,1e-09,99.43052618236877,37940.01997619565
6954,Run_6955,90.0,900.0,660.0,1e-08,99.43052618236877,37940.06478194914
6955,Run_6956,90.0,900.0,660.0,1e-07,99.43052061129836,37940.259320908706
6956,Run_6957,90.0,900.0,660.0,1e-06,99.43043147417156,37940.10693454127
6957,Run_6958,90.0,900.0,660.0,1e-05,99.42953453183344,37939.97365533303
6958,Run_6959,90.0,900.0,660.0,0.0001,99.42058739273362,37936.5924592772
6959,Run_6960,90.0,900.0,660.0,0.0032,99.11235120835384,37819.176535686645
7024,Run_7025,90.0,1000.0,550.0,1e-10,99.430509914843,31616.733038289814
7025,Run_7026,90.0,1000.0,550.0,1e-09,99.43051058337149,31616.982837098778
7026,Run_7027,90.0,1000.0,550.0,1e-08,99.43051058337144,31617.020975833173
7027,Run_7028,90.0,1000.0,550.0,1e-07,99.43049721280246,31617.13336046749
7028,Run_7029,90.0,1000.0,550.0,1e-06,99.43041030410384,31617.108292306497
7029,Run_7030,90.0,1000.0,550.0,1e-05,99.4295144759798,31616.919700299644
7030,Run_7031,90.0,1000.0,550.0,0.0001,99.42056956530814,31614.02939930397
7031,Run_7032,90.0,1000.0,550.0,0.0032,99.1123311525002,31516.234161558496
7032,Run_7033,90.0,1000.0,660.0,1e-10,99.43053676740256,37939.79880048651
7033,Run_7034,90.0,1000.0,660.0,1e-09,99.43053732450964,37940.14203182601
7034,Run_7035,90.0,1000.0,660.0,1e-08,99.4305373245096,37940.309537137364
7035,Run_7036,90.0,1000.0,660.0,1e-07,99.4305317534392,37940.34267601271
7036,Run_7037,90.0,1000.0,660.0,1e-06,99.430437045242,37940.364660833315
7037,Run_7038,90.0,1000.0,660.0,1e-05,99.42954567397427,37940.06279197992
7038,Run_7039,90.0,1000.0,660.0,0.0001,99.42059853487449,37936.60746564046
7039,Run_7040,90.0,1000.0,660.0,0.0032,99.11236235049466,37819.22036818537
7664,Run_7665,100.0,600.0,550.0,1e-10,98.69980831812414,31384.156610615126
7665,Run_7666,100.0,600.0,550.0,1e-09,98.6998089866526,31384.290427285792
7666,Run_7667,100.0,600.0,550.0,1e-08,98.6998089866526,31384.207387493374
7667,Run_7668,100.0,600.0,550.0,1e-07,98.69980230136808,31384.419198345942
7668,Run_7669,100.0,600.0,550.0,1e-06,98.69971539266948,31384.128920433024
7669,Run_7670,100.0,600.0,550.0,1e-05,98.6988262498299,31384.09963021906
7670,Run_7671,100.0,600.0,550.0,0.0001,98.68994150671888,31381.048113009856
7671,Run_7672,100.0,600.0,550.0,0.0032,98.38396940535912,31283.845498957642
7672,Run_7673,100.0,600.0,660.0,1e-10,90.77724934814574,34637.52905076943
7673,Run_7674,100.0,600.0,660.0,1e-09,90.7772499052528,34637.089405096034
7674,Run_7675,100.0,600.0,660.0,1e-08,90.77724990525276,34637.30109134909
7675,Run_7676,100.0,600.0,660.0,1e-07,90.77723876311194,34637.156387393465
7676,Run_7677,100.0,600.0,660.0,1e-06,90.77715519705558,34637.8822176616
7677,Run_7678,100.0,600.0,660.0,1e-05,90.7763418207738,34637.14200316868
7678,Run_7679,100.0,600.0,660.0,0.0001,90.76816906046284,34633.42724977182
7679,Run_7680,100.0,600.0,660.0,0.0032,90.4867631512416,34526.48544707568
7744,Run_7745,100.0,800.0,550.0,1e-10,98.70253591420338,31385.851913366307
7745,Run_7746,100.0,800.0,550.0,1e-09,98.70253658273184,31385.86630591435
7746,Run_7747,100.0,800.0,550.0,1e-08,98.70253658273184,31385.930256216063
7747,Run_7748,100.0,800.0,550.0,1e-07,98.70252989744736,31385.954323298887
7748,Run_7749,100.0,800.0,550.0,1e-06,98.7024363034642,31385.986433083333
7749,Run_7750,100.0,800.0,550.0,1e-05,98.70154716062466,31385.696094090017
7750,Run_7751,100.0,800.0,550.0,0.0001,98.6926691027981,31382.86539010562
7751,Run_7752,100.0,800.0,550.0,0.0032,98.38669031615386,31285.651395789417
7752,Run_7753,100.0,800.0,660.0,1e-10,98.70254828197972,37662.84946348003
7753,Run_7754,100.0,800.0,660.0,1e-09,98.70254883908676,37662.89729623964
7754,Run_7755,100.0,800.0,660.0,1e-08,98.70254883908676,37663.02352946567
7755,Run_7756,100.0,800.0,660.0,1e-07,98.70253769694592,37663.01320663046
7756,Run_7757,100.0,800.0,660.0,1e-06,98.70244855981916,37663.083302891464
7757,Run_7758,100.0,800.0,660.0,1e-05,98.70156275962184,37662.68526141083
7758,Run_7759,100.0,800.0,660.0,0.0001,98.69267690229672,37659.277941650784
7759,Run_7760,100.0,800.0,660.0,0.0032,98.38670257250875,37542.677918484536
7824,Run_7825,100.0,900.0,550.0,1e-10,98.7025492847724,31385.87655929782
7825,Run_7826,100.0,900.0,550.0,1e-09,98.70254326801634,31385.938395212255
7826,Run_7827,100.0,900.0,550.0,1e-08,98.70254326801631,31385.96250506014
7827,Run_7828,100.0,900.0,550.0,1e-07,98.70253658273184,31386.028557907754
7828,Run_7829,100.0,900.0,550.0,1e-06,98.70244967403325,31386.0071447061
7829,Run_7830,100.0,900.0,550.0,1e-05,98.70156053119368,31385.732638616908
7830,Run_7831,100.0,900.0,550.0,0.0001,98.6926757880826,31382.94132526582
7831,Run_7832,100.0,900.0,550.0,0.0032,98.38669700143838,31285.66368503667
7904,Run_7905,100.0,1000.0,550.0,1e-10,98.70255597005688,31385.9087336472
7905,Run_7906,100.0,1000.0,550.0,1e-09,98.70255663858536,31385.958181819486
7906,Run_7907,100.0,1000.0,550.0,1e-08,98.70254995330085,31385.988888909957
7907,Run_7908,100.0,1000.0,550.0,1e-07,98.70254326801634,31386.026609540106
7908,Run_7909,100.0,1000.0,550.0,1e-06,98.70245635931774,31386.017214600655
7909,Run_7910,100.0,1000.0,550.0,1e-05,98.7015672164782,31385.784654373387
7910,Run_7911,100.0,1000.0,550.0,0.0001,98.69268247336711,31382.94724088322
7911,Run_7912,100.0,1000.0,550.0,0.0032,98.38670368672288,31285.669267607987
7912,Run_7913,100.0,1000.0,660.0,1e-10,98.70257613733185,37663.05447961124
7913,Run_7914,100.0,1000.0,660.0,1e-09,98.70257669443887,37663.072717534116
7914,Run_7915,100.0,1000.0,660.0,1e-08,98.70257669443887,37663.17765052149
7915,Run_7916,100.0,1000.0,660.0,1e-07,98.70256555229804,37663.17415815877
7916,Run_7917,100.0,1000.0,660.0,1e-06,98.70247641517126,37663.18038023831
7917,Run_7918,100.0,1000.0,660.0,1e-05,98.70159061497397,37662.871556495535
7918,Run_7919,100.0,1000.0,660.0,0.0001,98.69270475764884,37659.46121216661
7919,Run_7920,100.0,1000.0,660.0,0.0032,98.38672485679048,37542.78898493499
